file_name,breed_name,type
n02086240_1859,Shih-Tzu,train
n02086240_4346,Shih-Tzu,train
n02086240_9098,Shih-Tzu,train
n02086240_5976,Shih-Tzu,train
n02086240_1259,Shih-Tzu,train
n02086240_4669,Shih-Tzu,train
n02086240_2710,Shih-Tzu,train
n02086240_4430,Shih-Tzu,train
n02086240_272,Shih-Tzu,train
n02086240_788,Shih-Tzu,train
n02086240_5546,Shih-Tzu,train
n02086240_5994,Shih-Tzu,train
n02086240_1874,Shih-Tzu,train
n02086240_5554,Shih-Tzu,train
n02086240_2705,Shih-Tzu,train
n02086240_1011,Shih-Tzu,train
n02086240_6032,Shih-Tzu,train
n02086240_61,Shih-Tzu,train
n02086240_3979,Shih-Tzu,train
n02086240_7110,Shih-Tzu,train
n02086240_7142,Shih-Tzu,train
n02086240_968,Shih-Tzu,train
n02086240_6833,Shih-Tzu,train
n02086240_6106,Shih-Tzu,train
n02086240_6882,Shih-Tzu,train
n02086240_963,Shih-Tzu,train
n02086240_6477,Shih-Tzu,train
n02086240_4776,Shih-Tzu,train
n02086240_6116,Shih-Tzu,train
n02086240_1142,Shih-Tzu,train
n02086240_3802,Shih-Tzu,train
n02086240_3582,Shih-Tzu,train
n02086240_6585,Shih-Tzu,train
n02086240_9429,Shih-Tzu,train
n02086240_1016,Shih-Tzu,train
n02086240_6269,Shih-Tzu,train
n02086240_3862,Shih-Tzu,train
n02086240_3175,Shih-Tzu,train
n02086240_415,Shih-Tzu,train
n02086240_8205,Shih-Tzu,train
n02086240_10785,Shih-Tzu,train
n02086240_6322,Shih-Tzu,train
n02086240_6898,Shih-Tzu,train
n02086240_4808,Shih-Tzu,train
n02086240_5140,Shih-Tzu,train
n02086240_1621,Shih-Tzu,train
n02086240_7954,Shih-Tzu,train
n02086240_447,Shih-Tzu,train
n02086240_1267,Shih-Tzu,train
n02086240_4127,Shih-Tzu,train
n02086240_7209,Shih-Tzu,train
n02086240_11766,Shih-Tzu,train
n02086240_12003,Shih-Tzu,train
n02086240_7349,Shih-Tzu,train
n02086240_11539,Shih-Tzu,train
n02086240_6819,Shih-Tzu,train
n02086240_5520,Shih-Tzu,train
n02086240_6222,Shih-Tzu,train
n02086240_6131,Shih-Tzu,train
n02086240_7978,Shih-Tzu,train
n02086240_30,Shih-Tzu,train
n02086240_1170,Shih-Tzu,train
n02086240_7299,Shih-Tzu,train
n02086240_1779,Shih-Tzu,train
n02086240_12650,Shih-Tzu,train
n02086240_7205,Shih-Tzu,train
n02086240_745,Shih-Tzu,train
n02086240_3254,Shih-Tzu,train
n02086240_3558,Shih-Tzu,train
n02086240_34,Shih-Tzu,train
n02086240_7123,Shih-Tzu,train
n02086240_3814,Shih-Tzu,train
n02086646_4077,Blenheim_spaniel,train
n02086646_3059,Blenheim_spaniel,train
n02086646_1447,Blenheim_spaniel,train
n02086646_2772,Blenheim_spaniel,train
n02086646_2114,Blenheim_spaniel,train
n02086646_2959,Blenheim_spaniel,train
n02086646_1150,Blenheim_spaniel,train
n02086646_3315,Blenheim_spaniel,train
n02086646_414,Blenheim_spaniel,train
n02086646_602,Blenheim_spaniel,train
n02086646_2613,Blenheim_spaniel,train
n02086646_982,Blenheim_spaniel,train
n02086646_1930,Blenheim_spaniel,train
n02086646_1673,Blenheim_spaniel,train
n02086646_3052,Blenheim_spaniel,train
n02086646_3806,Blenheim_spaniel,train
n02086646_2970,Blenheim_spaniel,train
n02086646_2430,Blenheim_spaniel,train
n02086646_593,Blenheim_spaniel,train
n02086646_471,Blenheim_spaniel,train
n02086646_946,Blenheim_spaniel,train
n02086646_3337,Blenheim_spaniel,train
n02086646_45,Blenheim_spaniel,train
n02086646_1182,Blenheim_spaniel,train
n02086646_3989,Blenheim_spaniel,train
n02086646_3234,Blenheim_spaniel,train
n02086646_2105,Blenheim_spaniel,train
n02086646_1077,Blenheim_spaniel,train
n02086646_1514,Blenheim_spaniel,train
n02086646_2347,Blenheim_spaniel,train
n02086646_4226,Blenheim_spaniel,train
n02086646_669,Blenheim_spaniel,train
n02086646_2498,Blenheim_spaniel,train
n02086646_1368,Blenheim_spaniel,train
n02086646_326,Blenheim_spaniel,train
n02086646_462,Blenheim_spaniel,train
n02086646_2160,Blenheim_spaniel,train
n02086646_567,Blenheim_spaniel,train
n02086646_801,Blenheim_spaniel,train
n02086646_3986,Blenheim_spaniel,train
n02086646_3256,Blenheim_spaniel,train
n02086646_2409,Blenheim_spaniel,train
n02086646_20,Blenheim_spaniel,train
n02086646_4199,Blenheim_spaniel,train
n02086646_2931,Blenheim_spaniel,train
n02086646_166,Blenheim_spaniel,train
n02086646_4220,Blenheim_spaniel,train
n02086646_3629,Blenheim_spaniel,train
n02086646_2891,Blenheim_spaniel,train
n02086646_1445,Blenheim_spaniel,train
n02086646_1621,Blenheim_spaniel,train
n02086646_2366,Blenheim_spaniel,train
n02086646_421,Blenheim_spaniel,train
n02086646_2873,Blenheim_spaniel,train
n02086646_3670,Blenheim_spaniel,train
n02086646_4024,Blenheim_spaniel,train
n02086646_637,Blenheim_spaniel,train
n02086646_1747,Blenheim_spaniel,train
n02086646_1246,Blenheim_spaniel,train
n02086646_356,Blenheim_spaniel,train
n02086646_672,Blenheim_spaniel,train
n02086646_3893,Blenheim_spaniel,train
n02086646_2641,Blenheim_spaniel,train
n02086646_3465,Blenheim_spaniel,train
n02086646_3832,Blenheim_spaniel,train
n02086646_1959,Blenheim_spaniel,train
n02086646_2173,Blenheim_spaniel,train
n02086646_2426,Blenheim_spaniel,train
n02086646_4148,Blenheim_spaniel,train
n02086646_2815,Blenheim_spaniel,train
n02086646_2725,Blenheim_spaniel,train
n02086646_2069,Blenheim_spaniel,train
n02086646_173,Blenheim_spaniel,train
n02086646_981,Blenheim_spaniel,train
n02086646_1342,Blenheim_spaniel,train
n02086646_3466,Blenheim_spaniel,train
n02086646_371,Blenheim_spaniel,train
n02086646_3968,Blenheim_spaniel,train
n02086646_136,Blenheim_spaniel,train
n02086646_1721,Blenheim_spaniel,train
n02086646_2155,Blenheim_spaniel,train
n02086646_1605,Blenheim_spaniel,train
n02086646_1920,Blenheim_spaniel,train
n02086646_2903,Blenheim_spaniel,train
n02086646_3920,Blenheim_spaniel,train
n02086646_4219,Blenheim_spaniel,train
n02086646_554,Blenheim_spaniel,train
n02086646_1845,Blenheim_spaniel,train
n02086646_814,Blenheim_spaniel,train
n02086646_380,Blenheim_spaniel,train
n02086646_1014,Blenheim_spaniel,train
n02086646_1234,Blenheim_spaniel,train
n02086646_3688,Blenheim_spaniel,train
n02086646_2871,Blenheim_spaniel,train
n02086646_3161,Blenheim_spaniel,train
n02086646_296,Blenheim_spaniel,train
n02086646_1094,Blenheim_spaniel,train
n02086646_127,Blenheim_spaniel,train
n02086646_3741,Blenheim_spaniel,train
n02086646_612,Blenheim_spaniel,train
n02086910_3924,papillon,train
n02086910_6475,papillon,train
n02086910_7412,papillon,train
n02086910_2474,papillon,train
n02086910_3523,papillon,train
n02086910_5010,papillon,train
n02086910_4542,papillon,train
n02086910_2691,papillon,train
n02086910_4883,papillon,train
n02086910_5396,papillon,train
n02086910_7949,papillon,train
n02086910_3974,papillon,train
n02086910_4505,papillon,train
n02086910_4441,papillon,train
n02086910_4210,papillon,train
n02086910_933,papillon,train
n02086910_1729,papillon,train
n02086910_6373,papillon,train
n02086910_1409,papillon,train
n02086910_2999,papillon,train
n02086910_3117,papillon,train
n02086910_6089,papillon,train
n02086910_881,papillon,train
n02086910_4388,papillon,train
n02086910_3616,papillon,train
n02086910_5017,papillon,train
n02086910_9000,papillon,train
n02086910_7868,papillon,train
n02086910_2579,papillon,train
n02086910_4011,papillon,train
n02086910_2875,papillon,train
n02086910_8573,papillon,train
n02086910_4330,papillon,train
n02086910_4296,papillon,train
n02086910_592,papillon,train
n02086910_9408,papillon,train
n02086910_2574,papillon,train
n02086910_2909,papillon,train
n02086910_9579,papillon,train
n02086910_9128,papillon,train
n02086910_5408,papillon,train
n02086910_6882,papillon,train
n02086910_6509,papillon,train
n02086910_4999,papillon,train
n02086910_6087,papillon,train
n02086910_2016,papillon,train
n02086910_2410,papillon,train
n02086910_2168,papillon,train
n02086910_4373,papillon,train
n02086910_4551,papillon,train
n02086910_1626,papillon,train
n02086910_4424,papillon,train
n02086910_2698,papillon,train
n02086910_336,papillon,train
n02086910_2550,papillon,train
n02086910_2235,papillon,train
n02086910_3769,papillon,train
n02086910_6293,papillon,train
n02086910_3140,papillon,train
n02086910_7516,papillon,train
n02086910_7752,papillon,train
n02086910_8354,papillon,train
n02086910_1449,papillon,train
n02086910_9883,papillon,train
n02086910_1933,papillon,train
n02086910_4518,papillon,train
n02086910_4182,papillon,train
n02086910_797,papillon,train
n02086910_9355,papillon,train
n02086910_2335,papillon,train
n02086910_8194,papillon,train
n02086910_10204,papillon,train
n02086910_557,papillon,train
n02086910_7426,papillon,train
n02086910_3455,papillon,train
n02086910_8872,papillon,train
n02086910_2724,papillon,train
n02086910_847,papillon,train
n02086910_5598,papillon,train
n02086910_6207,papillon,train
n02086910_8091,papillon,train
n02086910_1052,papillon,train
n02086910_3338,papillon,train
n02086910_2359,papillon,train
n02086910_10147,papillon,train
n02086910_3320,papillon,train
n02086910_5942,papillon,train
n02086910_7514,papillon,train
n02086910_5488,papillon,train
n02086910_4623,papillon,train
n02086910_7301,papillon,train
n02086910_21,papillon,train
n02086910_2035,papillon,train
n02086910_862,papillon,train
n02086910_6483,papillon,train
n02086910_5707,papillon,train
n02086910_7405,papillon,train
n02086910_5063,papillon,train
n02086910_3671,papillon,train
n02086910_3136,papillon,train
n02087046_5847,toy_terrier,train
n02087046_267,toy_terrier,train
n02087046_5017,toy_terrier,train
n02087046_1703,toy_terrier,train
n02087046_5407,toy_terrier,train
n02087046_4856,toy_terrier,train
n02087046_538,toy_terrier,train
n02087046_5383,toy_terrier,train
n02087046_2316,toy_terrier,train
n02087046_3471,toy_terrier,train
n02087046_3462,toy_terrier,train
n02087046_5196,toy_terrier,train
n02087046_6211,toy_terrier,train
n02087046_2419,toy_terrier,train
n02087046_8206,toy_terrier,train
n02087046_2752,toy_terrier,train
n02087046_568,toy_terrier,train
n02087046_6152,toy_terrier,train
n02087046_5756,toy_terrier,train
n02087046_4808,toy_terrier,train
n02087046_7204,toy_terrier,train
n02087046_1989,toy_terrier,train
n02087046_9864,toy_terrier,train
n02087046_5306,toy_terrier,train
n02087046_2315,toy_terrier,train
n02087046_7960,toy_terrier,train
n02087046_5840,toy_terrier,train
n02087046_2819,toy_terrier,train
n02087046_5386,toy_terrier,train
n02087046_4315,toy_terrier,train
n02087046_2485,toy_terrier,train
n02087046_6357,toy_terrier,train
n02087046_3735,toy_terrier,train
n02087046_406,toy_terrier,train
n02087046_5224,toy_terrier,train
n02087046_4906,toy_terrier,train
n02087046_7037,toy_terrier,train
n02087046_2140,toy_terrier,train
n02087046_8379,toy_terrier,train
n02087046_3843,toy_terrier,train
n02087046_81,toy_terrier,train
n02087046_6029,toy_terrier,train
n02087046_8471,toy_terrier,train
n02087046_7245,toy_terrier,train
n02087046_2614,toy_terrier,train
n02087046_2551,toy_terrier,train
n02087046_2127,toy_terrier,train
n02087046_1482,toy_terrier,train
n02087046_3311,toy_terrier,train
n02087046_2141,toy_terrier,train
n02087046_420,toy_terrier,train
n02087046_4401,toy_terrier,train
n02087046_7492,toy_terrier,train
n02087046_7015,toy_terrier,train
n02087046_2152,toy_terrier,train
n02087046_4409,toy_terrier,train
n02087046_4809,toy_terrier,train
n02087046_7469,toy_terrier,train
n02087046_3560,toy_terrier,train
n02087046_217,toy_terrier,train
n02087046_2185,toy_terrier,train
n02087046_2279,toy_terrier,train
n02087046_7293,toy_terrier,train
n02087046_7400,toy_terrier,train
n02087046_7191,toy_terrier,train
n02087046_924,toy_terrier,train
n02087046_4350,toy_terrier,train
n02087046_4102,toy_terrier,train
n02087046_833,toy_terrier,train
n02087046_336,toy_terrier,train
n02087046_4506,toy_terrier,train
n02087046_5439,toy_terrier,train
n02087046_3490,toy_terrier,train
n02087046_1792,toy_terrier,train
n02087046_178,toy_terrier,train
n02087046_6476,toy_terrier,train
n02087046_7214,toy_terrier,train
n02087046_6812,toy_terrier,train
n02087046_4066,toy_terrier,train
n02087046_4402,toy_terrier,train
n02087046_1520,toy_terrier,train
n02087046_4851,toy_terrier,train
n02087046_3439,toy_terrier,train
n02087046_1004,toy_terrier,train
n02087046_5219,toy_terrier,train
n02087046_3953,toy_terrier,train
n02087046_6003,toy_terrier,train
n02087046_6166,toy_terrier,train
n02087046_2193,toy_terrier,train
n02087046_3211,toy_terrier,train
n02087046_6324,toy_terrier,train
n02087046_4235,toy_terrier,train
n02087046_5838,toy_terrier,train
